sample_id,class,label,category,risk_level,entropy,file_size_kb,n_sections,avg_section_entropy,max_section_entropy,executable_sections,writable_sections,n_imports,n_exports,suspicious_api_count,has_resources,is_packed,has_digital_sig,has_overlay,vt_score,strings_suspicious,network_calls,registry_writes,file_creates,process_creates,mutex_creates,api_unique,code_section_size_kb,has_encryption_api,has_injection_api,has_persistence_api,has_network_api,has_anti_debug,byte_0x00_freq,byte_0xff_freq
BEN_01787,Benign,0,Clean,None,5.9175,1.0,7,4.2507,5.6746,1,0,10.3732,2.189,1.6646,0,0,0,1,1.7061,0.0,0.0604,1.4961,1.8343,3.0435,0.7919,43.0611,134.689,0,0,0,0,0,0.1042,0.0221
RAN_00156,Ransomware,4,Extortion,Critical,7.7481,50.0,3,7.5624,7.5722,4,2,12.5463,2.7501,15.518,0,1,0,1,54.2269,23.4788,12.5775,7.5961,31.7383,1.0,4.1327,31.9713,176.176,1,0,1,1,1,0.0017,0.1093
BOT_00104,Botnet,12,C&C Controlled,Critical,5.8238,10.0,3,6.9704,7.3359,2,3,65.2583,0.0,18.5143,0,1,0,0,65.9002,38.8583,15.712,2.459,0.0,6.4538,5.8329,61.0402,5.0,1,0,1,1,1,0.005,0.0365
FIL_00213,Fileless,9,Memory-Based,Critical,7.7076,0.5,3,6.8575,7.6001,3,2,38.51,0.0,16.6278,0,1,0,0,26.5444,43.5059,13.8802,33.4191,3.3049,3.9451,1.2668,8.3797,28.5043,1,1,1,1,1,0.0289,0.1441
TRO_00482,Trojan,2,Deceptive,Critical,7.99,10.0,8,7.3225,5.2741,2,2,31.7965,3.0889,18.7019,1,0,0,1,44.2283,25.4853,25.9431,14.537,0.0,0.0296,4.1184,28.2049,94.8837,0,1,1,1,1,0.193,0.0717
PUP_00155,PUP,10,Unwanted,Low,4.6679,100.0,7,5.8234,7.1715,1,3,93.1455,0.0,4.245,1,0,0,0,21.5102,25.5483,8.5516,0.0,1.0,0.0,0.0,43.6045,509.7257,0,0,0,1,0,0.1561,0.0151
BEN_01269,Benign,0,Clean,None,5.6302,1.0,3,4.7175,6.5093,1,1,41.2127,13.4197,0.0,1,0,1,0,0.0,3.5441,7.1186,0.6306,9.2265,1.7046,0.0,43.9301,62.2795,1,0,0,0,0,0.2026,0.0045
BEN_00415,Benign,0,Clean,None,6.6745,1.0,6,4.7257,5.8704,2,0,1.0,0.0,2.8602,0,0,0,0,0.6932,6.3009,6.476,0.0,11.0557,1.6443,0.0,12.7604,226.2602,0,0,0,1,0,0.307,0.0
RAN_00194,Ransomware,4,Extortion,Critical,7.0033,50.0,3,7.1033,7.7245,3,3,54.7761,1.9175,23.9481,0,1,0,1,43.3623,31.2965,13.9434,39.4087,43.2037,7.0481,1.6784,64.5583,10.0,1,0,1,1,1,0.0259,0.085
BEN_00655,Benign,0,Clean,None,5.8935,1.0,5,3.4261,4.4348,1,1,53.8522,19.6706,1.0242,0,0,1,0,0.0957,1.9011,4.4627,0.0,12.4433,0.0,3.17,24.3841,1.0,0,0,0,0,0,0.0823,0.0
ROO_00264,Rootkit,5,Stealth,Critical,7.7034,2.0,6,6.8688,7.3945,3,1,31.8587,0.0,12.113,0,1,0,0,32.9887,19.0968,5.7425,38.191,13.3318,2.1627,2.151,11.2729,136.1043,0,1,1,0,1,0.163,0.0619
ADW_00036,Adware,7,Unwanted,Low,5.5561,50.0,3,3.8039,7.2581,1,2,38.112,8.8755,1.0731,1,1,1,0,5.0,20.2199,16.2239,5.9356,3.5228,1.904,1.8172,43.4119,43.5229,0,0,1,1,0,0.2089,0.0391
BEN_01804,Benign,0,Clean,None,5.9475,1.0,5,5.653,7.1001,3,1,74.9981,10.8978,0.4431,1,0,1,0,0.8694,3.6886,8.6271,0.0,0.0,3.3917,0.0,42.2354,185.0347,0,0,0,0,0,0.2182,0.0061
BAC_00308,Backdoor,8,Remote Access,Critical,6.3626,5.0,8,5.2387,6.752,2,2,3.0,9.3277,5.6563,0,0,0,1,37.1778,24.199,24.5844,5.6628,12.8391,6.1707,1.1093,90.9353,240.6645,1,0,0,1,1,0.1756,0.0552
CRY_00197,Cryptominer,11,Resource Abuse,Medium,4.0,100.0,3,5.134,6.2594,3,1,3.8059,8.0206,4.7988,0,0,0,0,35.5392,14.8889,5.0,10.0316,17.5377,5.8806,2.3767,44.2503,132.56,0,0,1,1,0,0.1999,0.0792
VIR_00132,Virus,1,Infector,High,7.238,1.0,10,7.0665,6.1764,5,2,26.9694,0.047,4.6343,1,1,0,1,38.7932,9.8702,5.9925,14.2637,27.9119,1.4902,0.0,13.4689,67.6543,1,0,0,0,0,0.0355,0.0121
BEN_00590,Benign,0,Clean,None,6.1387,1.0,3,4.7206,5.637,3,1,31.5446,12.9217,1.0557,0,0,1,0,0.0,4.0612,0.0,0.0,2.6532,1.6889,0.0,33.8608,113.5768,0,1,0,0,0,0.1192,0.0376
SPY_00118,Spyware,6,Surveillance,High,4.7001,10.0,6,5.5108,7.507,2,3,68.4484,0.0,12.4117,1,0,0,0,43.3381,13.4499,31.8543,6.2439,9.6941,4.929,0.0,74.9202,87.8241,0,1,1,1,1,0.1321,0.0402
CRY_00087,Cryptominer,11,Resource Abuse,Medium,5.0345,100.0,7,6.2489,7.5613,1,3,47.784,0.0,10.0191,0,1,0,0,42.3623,4.0,22.0072,0.0,6.3388,5.8765,0.0,20.5127,324.0952,1,1,1,1,1,0.0874,0.0
BEN_01749,Benign,0,Clean,None,5.3821,1.0,6,4.1692,6.5118,3,1,97.658,10.1007,3.1356,0,0,0,0,0.4728,0.0,0.6496,0.0,15.9687,0.2153,0.6285,43.2697,120.1434,0,0,0,0,0,0.1153,0.0364
WOR_00033,Worm,3,Self-Replicating,Critical,6.4295,5.0,4,4.1182,7.2626,4,3,37.3222,4.169,11.8923,0,0,1,0,70.6487,17.0256,46.2071,1.7524,2.8052,4.0017,1.46,43.0412,148.2118,0,1,1,1,0,0.1987,0.0
WOR_00296,Worm,3,Self-Replicating,Critical,4.8357,5.0,4,4.9399,7.99,1,1,5.0,6.9776,11.5189,1,0,0,1,28.2047,35.2497,17.0478,8.5566,13.8886,8.2906,4.6264,8.0,35.5396,0,0,1,1,1,0.0,0.007
PUP_00041,PUP,10,Unwanted,Low,5.1728,100.0,8,3.9817,3.7351,3,0,25.4586,0.0,4.8821,1,0,1,0,17.659,7.8033,6.4678,6.1218,7.0035,4.963,2.1124,62.3212,299.6572,0,0,1,1,0,0.2022,0.0313
BEN_00702,Benign,0,Clean,None,4.6372,1.0,5,4.2681,4.9591,1,2,61.0704,32.4276,3.4827,1,0,1,0,0.0,5.8393,0.0,4.9788,6.8397,2.77,2.8171,53.8,130.9598,0,0,0,1,0,0.1967,0.0197
TRO_00361,Trojan,2,Deceptive,Critical,7.5661,26.01,3,5.9415,6.776,3,1,27.2777,4.4085,3.0,0,1,0,1,19.4685,25.8674,12.4948,16.2386,3.5597,5.2604,1.9792,59.9123,256.0618,1,1,0,1,0,0.1423,0.071
RAN_00114,Ransomware,4,Extortion,Critical,7.5459,50.0,5,6.4122,7.1518,4,4,45.0771,0.0,5.7908,0,1,0,0,53.6575,46.4003,25.5982,10.8216,39.8675,6.4504,3.5137,8.0,427.5044,1,0,0,0,1,0.0621,0.067
BAC_00085,Backdoor,8,Remote Access,Critical,6.6727,5.0,4,5.7629,6.8293,4,3,24.7392,0.0,9.497,0,0,0,0,70.9215,11.8455,68.6633,15.8559,7.4866,1.0,3.4066,58.9155,175.5381,1,1,0,1,0,0.0848,0.0455
BEN_00678,Benign,0,Clean,None,4.626,1.0,3,4.9254,5.2933,2,0,73.6839,0.0,2.1807,0,0,1,0,1.4021,0.0454,5.1195,2.171,0.0,0.5053,1.3365,33.9479,32.4928,0,0,0,0,0,0.0422,0.022
VIR_00413,Virus,1,Infector,High,7.99,1.0,9,7.2741,6.9804,4,4,1.0,0.0,7.3217,0,0,0,0,41.8752,13.1772,5.153,0.0,16.1815,2.4735,0.7904,80.5868,102.062,0,0,0,0,0,0.1095,0.1333
SPY_00156,Spyware,6,Surveillance,High,4.6549,10.0,7,5.5335,7.4128,2,1,19.1329,3.4746,12.4023,0,0,0,0,40.9035,16.5841,7.2667,14.7073,10.9513,1.8885,3.024,45.6223,254.2372,0,0,1,1,0,0.1006,0.051
FIL_00152,Fileless,9,Memory-Based,Critical,7.4622,0.5,4,6.8962,7.4254,3,2,11.6512,8.6975,18.7693,0,1,0,0,41.6385,21.1593,9.5122,17.2143,3.7025,8.9755,2.4408,24.3649,27.5334,1,1,1,1,1,0.0711,0.0749
ROO_00225,Rootkit,5,Stealth,Critical,7.4862,2.0,4,6.5926,7.2511,1,2,16.7989,0.0,18.6937,1,0,0,0,29.9529,30.5359,10.2809,37.8055,2.8039,6.2335,3.4153,27.1451,10.6256,1,1,1,1,1,0.1251,0.0252
SPY_00231,Spyware,6,Surveillance,High,5.1461,10.0,3,4.6744,6.8016,4,3,44.9009,0.0,10.8476,1,1,1,1,45.0696,14.7677,23.6189,3.3704,1.0,2.6897,1.433,60.1009,134.1892,1,1,1,0,1,0.1613,0.0372
ADW_00165,Adware,7,Unwanted,Low,5.2166,50.0,7,5.2621,6.3648,1,1,55.81,0.0,2.5632,1,0,0,0,18.6067,11.254,30.9248,11.5633,5.5267,2.0435,2.6706,69.7825,378.4663,1,0,1,1,0,0.2526,0.0334
PUP_00138,PUP,10,Unwanted,Low,4.9269,100.0,3,5.6214,7.1716,2,0,30.8759,5.847,2.9007,0,0,0,0,22.4395,2.0,6.642,10.2136,7.7937,5.3601,0.0,71.6323,110.0967,0,0,1,1,0,0.1931,0.059
BEN_00111,Benign,0,Clean,None,5.5241,1.0,7,4.8767,3.4071,2,1,5.5915,17.8071,0.1667,1,0,0,0,0.0,0.8151,4.3014,7.3625,7.5462,2.7066,0.0,19.1333,16.222,0,0,0,0,0,0.1681,0.0251
WOR_00121,Worm,3,Self-Replicating,Critical,7.1392,5.0,3,7.8,5.1887,4,1,60.4026,0.0,6.9929,0,1,0,1,18.0,32.4544,24.1171,7.643,18.0333,0.4774,4.369,31.6811,207.1532,0,1,1,1,1,0.134,0.0609
FIL_00124,Fileless,9,Memory-Based,Critical,7.075,0.5,1,6.5655,7.4589,1,2,21.987,4.1966,14.4161,0,1,0,0,38.979,17.7148,19.0289,11.8162,0.0,5.8824,0.8976,29.7233,32.5713,1,1,0,1,1,0.0577,0.1263
BEN_01919,Benign,0,Clean,None,4.7466,1.0,7,4.6233,6.2079,3,2,55.5786,12.4501,2.6944,1,0,0,0,0.1288,0.0,5.5599,1.1836,0.0,0.0,2.9646,5.4932,1.0,0,0,0,0,0,0.1805,0.0322
ROO_00178,Rootkit,5,Stealth,Critical,5.5346,2.0,2,6.4153,7.1308,1,3,11.945,0.0,6.8725,0,1,0,0,35.1166,19.1855,1.7503,17.0945,3.2604,7.9487,0.0,38.0424,43.5774,1,1,1,1,1,0.054,0.0646
SPY_00071,Spyware,6,Surveillance,High,7.6603,10.0,7,5.8836,6.0671,3,2,45.7699,14.2171,13.487,0,0,0,0,21.1903,9.2095,27.227,1.2447,3.7808,4.7108,2.9652,103.4666,137.4605,0,0,1,0,0,0.0795,0.0845
BEN_01481,Benign,0,Clean,None,4.5463,1.28,3,3.7382,4.3153,2,0,1.0,14.3066,0.0,1,0,0,0,0.652,4.2347,5.2184,8.5161,0.0,0.0,3.0269,46.1262,89.5501,0,0,0,1,0,0.0997,0.0
BAC_00051,Backdoor,8,Remote Access,Critical,6.2389,5.0,5,5.6917,5.809,1,1,24.6991,0.0,9.2397,0,1,0,1,36.5253,31.8609,35.9357,9.1294,8.4995,4.0289,2.7073,22.9613,168.978,1,0,1,1,1,0.0647,0.025
ROO_00150,Rootkit,5,Stealth,Critical,4.0,2.0,5,6.4692,7.0921,4,1,1.0,6.2233,6.8213,0,1,0,1,21.5043,20.0232,7.5172,38.1409,12.3831,2.6175,1.2241,17.4692,113.3266,0,0,0,0,1,0.1032,0.0499
RAN_00189,Ransomware,4,Extortion,Critical,7.8765,50.0,3,6.646,7.1848,4,2,22.3074,0.0,15.9813,0,1,1,0,43.4355,57.5934,6.8882,18.8331,44.5834,6.2769,2.543,28.0042,13.2685,1,0,0,0,1,0.0427,0.0899
SPY_00232,Spyware,6,Surveillance,High,7.0218,10.0,6,4.9289,6.9377,1,1,113.2886,8.0211,17.7312,1,0,0,0,25.4588,12.8985,13.7417,1.9317,18.1711,0.4948,2.0271,44.4797,257.0276,0,1,1,0,1,0.1057,0.0983
FIL_00122,Fileless,9,Memory-Based,Critical,7.7317,0.76,2,6.2236,7.6557,3,2,8.0974,5.2739,10.2312,0,1,0,0,11.6424,36.5871,11.7094,21.1738,0.0,13.421,0.4085,42.656,7.7783,1,1,1,1,0,0.0468,0.1203
WOR_00118,Worm,3,Self-Replicating,Critical,4.3883,5.0,8,6.9626,5.6796,3,1,41.0038,1.7402,13.5507,1,0,0,0,59.2475,13.7098,34.5377,4.9576,6.6731,3.4463,7.5658,35.0185,91.8866,0,0,1,1,1,0.1034,0.0857
BAC_00092,Backdoor,8,Remote Access,Critical,6.2668,5.0,8,5.688,7.6143,1,3,22.2249,0.0,11.896,0,1,0,0,46.2142,24.2253,47.4335,16.2475,2.0214,1.0,4.5783,34.92,53.0405,0,0,1,1,1,0.0314,0.0017
RAN_00306,Ransomware,4,Extortion,Critical,7.5852,50.0,8,7.227,7.5126,1,2,12.2129,2.8046,14.8553,0,0,0,1,66.1199,30.9939,19.0074,33.5958,19.3142,4.7595,4.2672,30.1779,28.3179,1,0,1,0,1,0.0821,0.0
ROO_00135,Rootkit,5,Stealth,Critical,7.4352,2.0,2,5.8298,6.5412,3,2,41.6472,7.0754,15.863,0,1,0,0,31.7165,34.6892,20.3511,23.8855,3.6205,6.1724,2.6929,10.5066,9.0568,0,1,1,1,0,0.0562,0.0176
PUP_00245,PUP,10,Unwanted,Low,7.0126,100.0,3,5.2159,7.0253,1,3,64.2428,0.803,4.7103,1,0,0,0,24.2215,14.0076,1.0,4.2338,2.6423,2.076,0.146,53.8231,230.0611,1,0,1,1,0,0.1475,0.0553
ROO_00213,Rootkit,5,Stealth,Critical,5.7984,2.0,4,4.6119,6.4391,1,2,14.6346,0.0,8.8951,0,1,1,0,14.5955,17.7375,8.0733,18.396,3.2181,4.1696,3.1504,5.0,61.3819,1,1,1,0,1,0.075,0.0638
BEN_00108,Benign,0,Clean,None,6.6939,1.0,7,5.0666,6.1002,1,0,40.746,0.0,0.0,1,0,1,0,0.2383,0.0314,0.0,2.5825,11.1199,3.1865,0.5885,39.1051,7.1635,0,0,0,0,0,0.1192,0.0277
BEN_00030,Benign,0,Clean,None,5.8324,1.69,4,4.523,5.2729,3,2,51.5252,34.1881,2.0374,0,0,1,0,1.7861,2.8012,4.9378,1.3001,4.9764,0.3345,1.2314,14.9801,236.3586,0,0,0,1,0,0.2585,0.0128
TRO_00449,Trojan,2,Deceptive,Critical,5.6311,10.0,3,6.6495,7.8343,2,1,15.5522,0.0,9.428,1,1,0,1,31.7769,23.8336,29.6675,13.4032,0.0,3.7496,1.8739,51.1405,213.3093,1,0,0,1,1,0.1087,0.0334
VIR_00116,Virus,1,Infector,High,6.0465,1.0,8,6.7272,6.322,2,4,40.2228,4.3894,8.0842,0,1,1,0,39.4706,24.4029,7.1653,5.2299,20.9348,2.5345,5.8785,45.706,2.0,1,1,1,0,0,0.026,0.0807
BEN_00752,Benign,0,Clean,None,4.7161,1.0,4,3.751,5.3909,1,2,65.1174,0.0,1.6402,1,0,1,0,0.0,0.0,0.6451,0.0,8.4224,2.153,1.9644,36.6048,18.5105,0,0,0,0,1,0.165,0.0
BEN_00585,Benign,0,Clean,None,4.4123,1.0,4,5.8278,5.3779,2,0,63.8642,2.775,0.0,1,0,1,0,1.4962,4.8599,4.0842,4.9702,0.0,0.8598,0.0,18.0812,58.3315,0,0,0,0,0,0.1412,0.021
BEN_01221,Benign,0,Clean,None,5.326,1.0,6,5.1207,5.1795,1,2,31.2308,0.0,1.4711,1,0,0,1,3.2436,0.0,5.0163,0.0,2.169,2.8485,0.5118,34.3435,49.6554,0,0,0,0,0,0.1684,0.0732
PUP_00025,PUP,10,Unwanted,Low,4.2144,100.0,5,5.1271,6.0669,3,0,9.0983,0.0,10.8909,1,0,1,0,10.9814,2.1694,5.3142,0.0487,6.4191,4.3643,1.4269,104.6351,454.7843,0,0,1,1,0,0.1568,0.0152
BEN_01375,Benign,0,Clean,None,5.9357,1.0,4,5.0123,5.3993,3,1,56.8151,0.0,0.0,0,0,0,0,2.1672,6.1949,3.131,7.9049,6.4459,0.1197,1.9881,26.9823,10.1831,1,0,0,0,1,0.1429,0.0415
CRY_00083,Cryptominer,11,Resource Abuse,Medium,6.0875,100.0,5,4.4773,6.4724,2,3,3.0,2.0938,7.0317,0,1,0,0,18.3012,15.4091,5.0,6.6591,3.8592,4.9097,4.4621,51.2585,800.8302,1,0,0,1,1,0.0689,0.0118
BEN_01833,Benign,0,Clean,None,7.2623,1.0,6,4.2838,5.1245,3,2,83.3876,7.0615,1.0439,0,0,1,0,0.8139,5.8408,5.9654,5.1726,11.61,0.0,0.0,51.0244,1.5029,0,0,0,1,0,0.0835,0.0268
BEN_00549,Benign,0,Clean,None,6.4032,1.0,5,4.2405,5.5882,1,1,12.8774,19.4914,1.8404,1,0,1,0,0.0,0.9306,3.4481,3.326,10.1037,0.0,4.3038,50.5029,161.5831,0,0,0,1,0,0.07,0.0607
BAC_00094,Backdoor,8,Remote Access,Critical,6.5878,5.0,8,4.9162,6.1418,3,1,63.431,7.7126,11.6915,0,1,0,0,50.9924,31.0753,41.5289,1.3737,16.085,7.2684,2.0368,48.3368,48.8039,1,1,1,1,1,0.1359,0.0445
BEN_01544,Benign,0,Clean,None,3.6674,1.0,7,3.3992,6.6917,1,2,77.5774,21.4207,3.0895,1,0,0,0,0.0,1.7045,0.4655,7.6526,25.0334,1.2151,1.3566,26.8814,120.3887,0,0,0,0,0,0.29,0.0183
CRY_00183,Cryptominer,11,Resource Abuse,Medium,4.487,100.0,7,6.9883,6.5175,3,2,46.1948,7.0891,9.1942,0,1,0,0,27.7259,17.1734,22.4174,0.0,5.9106,1.4662,3.8463,65.5422,471.8788,1,0,1,1,1,0.0766,0.0553
BEN_01386,Benign,0,Clean,None,5.3799,1.0,6,4.4252,5.5026,2,0,18.2637,0.0,1.1556,1,0,1,1,0.0,2.1068,0.0,0.0,9.7705,1.3846,0.277,31.2619,122.6403,0,0,0,0,1,0.1074,0.0
RAN_00422,Ransomware,4,Extortion,Critical,6.5,50.0,5,7.5165,7.5871,3,2,12.0315,0.0,17.8111,1,0,0,1,72.0,28.0692,17.4885,5.0522,5.0,3.717,3.5991,64.3665,10.0,1,1,1,1,0,0.0501,0.0689
BOT_00105,Botnet,12,C&C Controlled,Critical,7.2787,10.0,8,4.5241,6.5523,4,2,27.0315,2.423,11.279,0,1,0,0,72.0,31.3435,40.2878,4.4728,1.7819,10.6295,3.1559,78.3467,5.0,0,0,1,1,0,0.1425,0.0528
BOT_00202,Botnet,12,C&C Controlled,Critical,6.2101,10.0,3,4.6672,6.8017,4,1,28.61,5.8317,15.8514,1,1,0,1,23.9418,14.4648,32.1717,28.2802,8.3073,1.0,2.2638,22.2575,112.317,1,1,1,1,1,0.1337,0.0564
SPY_00369,Spyware,6,Surveillance,High,4.8487,10.0,7,5.9622,6.2478,1,2,49.7139,0.0,18.3473,1,1,0,1,21.4501,16.2142,33.1515,16.3867,5.7663,5.7326,2.2737,21.8688,40.646,1,0,0,1,1,0.1117,0.0188
BEN_01563,Benign,0,Clean,None,4.2157,1.0,7,3.6416,7.5,1,1,88.6024,0.0,0.0,0,0,0,0,2.7648,0.3096,0.0,2.058,12.3989,0.4674,0.0,17.9531,193.1708,0,0,0,0,0,0.0883,0.0277
ADW_00300,Adware,7,Unwanted,Low,5.8938,50.0,5,6.5466,5.9434,1,2,14.0805,0.0,9.3753,1,0,0,0,23.1782,17.8311,18.2441,18.9838,12.8256,0.0,1.1894,47.1391,102.1581,0,0,1,1,0,0.0676,0.0042
BEN_01955,Benign,0,Clean,None,5.3947,1.0,6,3.358,6.7755,2,0,63.784,14.8347,1.2452,1,0,0,0,0.6626,0.142,0.7496,6.4103,0.0,1.0214,1.7602,33.2133,123.181,0,0,0,0,0,0.1208,0.0435
ADW_00264,Adware,7,Unwanted,Low,6.4496,50.0,7,5.6279,6.126,2,1,62.2289,10.24,5.4721,0,0,1,1,13.5308,3.0,19.8872,16.024,15.6212,5.1032,1.9486,89.7968,327.4092,0,0,0,1,0,0.2007,0.0173
WOR_00340,Worm,3,Self-Replicating,Critical,7.416,5.0,3,4.9692,6.416,4,3,21.6488,0.0,9.354,0,1,0,0,44.2836,11.0414,28.7059,14.452,11.482,12.4927,1.7677,44.3829,51.9856,1,0,1,1,0,0.1052,0.0843
WOR_00256,Worm,3,Self-Replicating,Critical,5.4428,5.27,6,5.4064,6.808,4,3,44.4286,6.2627,7.8617,1,1,0,0,33.8699,15.3879,51.4691,5.7836,2.0,3.7395,3.6469,43.7646,197.4999,0,0,1,0,0,0.0835,0.0776
RAN_00265,Ransomware,4,Extortion,Critical,7.6482,50.0,4,7.6909,7.8403,4,4,23.2805,0.9002,12.3679,0,1,0,1,46.9841,13.9508,20.9145,19.3466,61.9471,7.5625,2.9887,24.5999,10.0,1,1,1,1,1,0.0497,0.0
BEN_01700,Benign,0,Clean,None,5.2344,1.0,3,5.4252,4.9478,3,0,74.9198,7.1503,0.6217,1,0,0,1,0.8086,0.6643,0.0,0.0,0.0,0.0,0.0,50.096,1.0,0,0,0,1,0,0.1941,0.0
BEN_01570,Benign,0,Clean,None,5.1202,1.0,3,6.0963,5.5263,1,0,38.8793,58.1997,1.6327,1,0,1,0,0.7789,0.0,3.1213,0.0,15.4338,0.0,2.615,45.3512,170.2518,0,0,0,0,0,0.1709,0.0666
ADW_00137,Adware,7,Unwanted,Low,4.9171,50.0,5,3.4221,5.0103,1,1,46.8824,18.3656,8.8532,1,0,0,0,27.4467,17.6961,22.2468,10.8864,12.9076,0.0,1.6679,88.0025,240.8354,0,0,1,0,0,0.1314,0.0518
BEN_00091,Benign,0,Clean,None,3.9004,1.37,4,3.9856,6.964,3,1,103.4601,0.0,2.1669,1,1,1,0,3.0238,8.466,0.0,0.0,15.4428,1.0131,0.0,52.4244,70.2272,0,0,0,0,0,0.0835,0.034
BEN_01558,Benign,0,Clean,None,6.4263,1.08,5,6.3458,6.3451,2,1,31.2842,0.0,2.5787,1,0,1,0,0.0,7.9507,2.0907,0.0,8.3746,0.0,2.9698,52.3545,168.3557,0,0,0,0,0,0.1858,0.0206
ROO_00070,Rootkit,5,Stealth,Critical,4.7302,4.14,3,5.7392,7.1421,3,1,1.0,0.0,10.4827,0,1,0,0,48.3658,46.3416,9.4821,18.0738,2.2893,5.8108,5.0258,27.3613,17.7622,1,1,1,0,1,0.1837,0.0359
RAN_00185,Ransomware,4,Extortion,Critical,7.4656,50.0,4,6.7307,7.3821,3,2,22.4074,1.5201,5.0,0,1,0,0,62.5794,32.3347,13.9485,18.8127,63.0241,7.834,6.0771,58.9741,287.1932,1,0,1,1,1,0.0581,0.0
BEN_01729,Benign,0,Clean,None,6.6234,1.0,5,4.1991,6.8077,2,2,13.7377,13.6317,2.3258,0,0,1,0,0.0,5.229,0.0,6.1172,2.8802,0.0,4.5242,28.8256,35.8817,0,0,0,1,0,0.176,0.0121
ADW_00202,Adware,7,Unwanted,Low,6.5664,50.0,4,6.6289,7.5423,3,1,46.3753,4.7639,7.154,1,0,0,0,5.0,14.7432,9.4248,12.3041,16.2802,1.3146,2.7181,43.857,401.3949,1,0,1,1,0,0.1597,0.0
BEN_00625,Benign,0,Clean,None,5.8954,1.0,6,4.8144,6.6872,2,0,50.0311,32.8874,0.2653,0,0,1,0,1.1788,3.1347,4.0134,6.8018,15.7063,1.0905,0.0,43.2918,53.3049,0,0,0,0,0,0.1422,0.0096
BEN_00070,Benign,0,Clean,None,6.009,1.0,7,4.9861,6.4072,3,1,46.7505,0.0,0.0,1,0,1,0,0.0,0.0,4.9306,8.1328,14.2986,1.5065,2.6912,76.8043,35.2716,0,0,0,0,0,0.1731,0.0252
BEN_00890,Benign,0,Clean,None,5.1199,1.47,5,4.7007,6.9478,3,0,67.2688,9.7913,1.1738,1,0,1,0,0.5921,0.6544,0.0,1.5915,0.0,0.0,0.78,45.2009,94.5591,0,0,0,0,0,0.2358,0.0249
PUP_00216,PUP,10,Unwanted,Low,5.5862,100.0,8,4.6821,4.9669,1,3,69.0109,10.5999,2.9378,1,0,1,0,33.9607,12.1393,1.4104,0.0,17.2262,3.2834,1.5723,26.9544,200.7682,0,0,0,1,0,0.1726,0.002
ADW_00341,Adware,7,Unwanted,Low,4.9235,50.0,5,5.1716,6.9636,2,2,72.9527,0.0,1.0,1,0,1,0,35.5534,15.5065,7.9178,1.0,27.221,0.0,5.508,62.6383,336.1567,1,0,1,1,0,0.2218,0.0182
ROO_00292,Rootkit,5,Stealth,Critical,6.0215,2.0,4,5.5341,6.7889,2,1,1.0,0.0,7.0181,0,1,0,0,41.6329,6.0,0.0,30.5947,7.0611,0.3122,2.9729,35.3455,64.6327,1,1,1,1,1,0.0696,0.0448
SPY_00080,Spyware,6,Surveillance,High,4.4346,10.0,4,6.4834,5.8154,1,1,83.4886,3.5241,13.3098,0,0,0,0,49.1351,10.2291,35.4617,6.7832,1.981,0.0,3.9205,50.5922,39.3683,1,0,1,1,1,0.1845,0.0348
BAC_00147,Backdoor,8,Remote Access,Critical,5.9017,5.0,4,6.279,7.2033,3,4,56.7146,0.0,20.215,0,0,0,0,50.7188,12.311,39.0112,17.3402,0.0,3.8043,0.0,92.9241,201.3702,1,1,1,1,1,0.0713,0.0555
PUP_00016,PUP,10,Unwanted,Low,4.6791,100.0,8,4.9766,4.9466,1,2,5.0,13.5744,6.5234,1,0,0,0,27.3938,9.5193,6.6549,3.3314,10.0809,0.5232,0.8168,44.4557,333.2541,0,0,1,1,0,0.2263,0.0143
BEN_00948,Benign,0,Clean,None,3.4739,1.0,3,3.6332,5.0247,1,2,13.662,12.3476,0.8766,1,0,0,0,0.0,0.0,0.0,9.7738,3.2183,0.4018,0.6232,17.2434,104.6586,1,0,0,1,0,0.1603,0.0026
BEN_00878,Benign,0,Clean,None,5.3341,1.0,3,5.5985,6.8052,1,1,30.9793,0.0,1.6913,1,1,1,0,1.2542,4.4319,0.0,5.4467,0.0,2.819,2.3698,80.2127,23.9362,0,0,0,1,0,0.2601,0.0244
VIR_00096,Virus,1,Infector,High,7.5242,1.0,6,6.4322,6.9286,2,3,1.0,0.9201,11.7049,0,1,0,1,28.4266,12.8993,3.5729,11.0641,19.3693,5.4734,1.5285,31.2175,96.1945,0,1,1,1,1,0.1232,0.0715
CRY_00206,Cryptominer,11,Resource Abuse,Medium,6.6569,100.0,7,4.9948,6.1128,1,0,79.9297,9.4718,12.3186,1,1,0,0,24.6865,27.1382,8.8441,10.1934,18.5144,4.6782,0.9396,39.3687,424.0926,1,1,1,1,0,0.1384,0.0871
BEN_00294,Benign,0,Clean,None,4.9256,1.0,7,5.0518,6.5889,1,0,18.2537,6.0456,0.024,1,0,0,0,0.1734,0.0,0.0,0.0,0.0,0.0,2.0892,81.0839,88.8692,0,0,0,1,0,0.2111,0.0435
TRO_00456,Trojan,2,Deceptive,Critical,6.4048,10.0,3,6.7299,7.1004,1,2,11.9738,0.4843,3.0,0,0,0,1,36.0623,12.1533,21.2949,3.0037,0.2382,9.9551,3.0294,48.1894,174.9249,0,0,1,1,0,0.0255,0.0519
