sample_id,class,label,entropy,file_size_kb,n_sections,avg_section_entropy,max_section_entropy,executable_sections,writable_sections,n_imports,n_exports,suspicious_api_count,has_resources,is_packed,has_digital_sig,has_overlay,vt_score,strings_suspicious,network_calls,registry_writes,file_creates,process_creates,mutex_creates,api_unique,code_section_size_kb,has_encryption_api,has_injection_api,has_persistence_api,has_network_api,has_anti_debug,byte_0x00_freq,byte_0xff_freq,entropy_x_packed,inject_persist_score,network_intensity,section_risk,obfuscation_score
TRO_00141,Trojan,2,7.2611,20.0,8,7.1623,7.2604,1,1,35.0126,12.7852,11.5287,0,1,0,0,41.3404,31.3794,22.988,8.7281,16.745,2.0029,4.6366,17.8256,82.3244,0,1,1,1,1,0.0458,0.1337,7.2611,3,1.2896059599676868,1,3
BEN_02993,Benign,0,5.2132,10.0,6,3.7563,4.1714,2,2,97.4127,7.7623,0.0,0,0,1,0,0.2778,4.1139,0.0,1.4403,0.0,0.5579,0.0,52.7339,135.4178,0,0,0,1,0,0.2298,0.056,0.0,0,0.0,4,0
BEN_02759,Benign,0,3.5925,10.0,3,4.3488,3.7961,1,2,18.8119,28.6861,0.1789,1,0,1,0,0.5352,4.7536,0.0,0.0,16.2771,0.296,0.0,25.0727,189.5172,0,0,0,1,0,0.1022,0.0136,0.0,0,0.0,2,0
BEN_03735,Benign,0,2.5126,10.0,6,4.392,4.9174,1,1,57.2691,46.202,2.1878,1,0,1,0,0.3188,2.5727,1.2403,3.2201,17.7188,1.1411,1.1622,93.7292,118.7873,0,0,0,1,0,0.1876,0.0331,0.0,0,0.013232802584466739,1,0
TRO_00271,Trojan,2,7.1714,20.0,7,5.9772,6.9439,2,3,27.9139,6.4064,8.9794,1,0,0,0,33.1097,30.6862,32.1141,13.0747,19.6861,1.0,6.3779,37.4295,141.1998,1,1,0,0,0,0.0614,0.0852,0.0,1,0.85798901935639,6,2
BEN_03881,Benign,0,4.9556,10.0,3,4.1416,5.1039,2,2,21.9165,3.8172,0.373,1,0,1,0,0.0361,1.1756,0.0,0.0,13.8955,0.8345,0.0,10.2468,191.4697,0,0,0,0,0,0.2634,0.0136,0.0,0,0.0,4,0
BEN_00351,Benign,0,4.7824,10.0,6,3.1845,4.4176,1,2,61.9912,0.0,0.0,1,0,1,1,0.4431,1.4897,9.376,0.0,1.891,0.0,0.8604,69.4923,142.8208,0,0,0,0,0,0.3189,0.0114,0.0,0,0.13492142294901738,2,0
BEN_03972,Benign,0,4.4261,10.0,3,2.9713,5.1325,2,0,137.819,9.3437,0.0,0,0,1,0,0.1966,1.7136,14.2815,1.2001,9.2877,1.786,3.1969,28.632,135.9426,0,0,0,0,0,0.3013,0.0075,0.0,0,0.49879505448449285,0,0
BEN_03354,Benign,0,3.2555,10.0,4,4.3922,4.5238,2,1,25.3767,15.7225,0.2838,1,0,1,0,0.0,0.0,0.0,0.0,1.1759,1.5363,1.3732,49.1594,82.2536,0,0,0,0,0,0.124,0.0,0.0,0,0.0,2,0
RAN_00092,Ransomware,1,7.2026,50.0,3,6.8372,7.7256,4,3,50.6135,0.0,20.7963,0,1,0,0,34.6442,33.2304,20.2395,13.686,42.684,2.0,1.9837,78.2561,109.9899,1,1,1,1,1,0.0483,0.0418,7.2026,3,0.25863159549223635,12,3
BEN_01115,Benign,0,4.0383,10.0,6,4.3845,4.9914,1,0,5.0,0.0,0.0,1,0,1,0,0.1958,2.37,0.0,2.266,0.0,0.6821,2.6905,44.1265,132.9329,0,0,0,0,0,0.1876,0.0011,0.0,0,0.0,0,0
BEN_04824,Benign,0,4.3078,10.0,6,3.9388,4.8651,2,0,121.9786,12.045,0.0,0,0,1,1,0.0,1.673,5.4049,0.0,21.1172,0.0,2.2976,17.716,5.0,1,0,0,0,0,0.2779,0.0,0.0,0,0.30508579814856623,0,0
BEN_00299,Benign,0,4.7378,10.0,3,4.7479,3.4933,1,1,60.9973,8.8869,0.3939,1,0,1,0,0.8086,4.6107,7.3454,8.1471,4.3611,0.0,1.7725,105.6492,100.7954,0,0,0,0,0,0.2209,0.0035,0.0,0,0.06952631917705009,1,0
BEN_04003,Benign,0,4.0673,15.23,5,4.1758,4.2376,2,1,89.4761,37.5665,0.9553,1,0,1,0,0.3379,0.0,0.0,0.0,0.0,0.0,2.355,78.4872,181.7123,0,0,0,1,0,0.1216,0.0371,0.0,0,0.0,2,0
TRO_00035,Trojan,2,7.0786,20.0,5,7.1578,6.8385,3,2,25.7879,6.5906,10.2367,1,1,0,1,47.7963,27.9439,28.1334,19.539,7.4666,5.4085,0.0,103.8537,152.8488,1,0,1,1,0,0.2053,0.0521,7.0786,1,0.27089453721918433,6,3
BEN_03341,Benign,0,6.5,10.0,4,5.2293,3.8182,1,1,55.3208,17.0611,0.7867,0,0,1,0,0.6218,0.0,13.9234,0.0,1.3035,0.7409,3.5975,65.8999,232.7449,0,0,0,0,0,0.2254,0.0,0.0,0,0.21128104898489983,1,0
RAN_00217,Ransomware,1,7.6437,50.0,8,6.9336,7.8346,3,2,31.4792,2.9128,18.2019,1,1,0,0,59.6962,26.3648,17.9161,19.3641,54.8848,6.9782,1.0398,40.2769,223.1367,1,0,1,1,0,0.0294,0.0846,7.6437,1,0.4448232113196398,6,3
TRO_00190,Trojan,2,6.4664,20.0,3,5.5786,7.3165,4,3,40.9296,0.0,12.3011,1,0,1,0,52.399,38.6614,24.1888,13.4206,13.7089,6.8663,3.9474,27.7072,260.4353,1,0,0,0,1,0.1711,0.0255,0.0,1,0.8730149564012243,12,0
BEN_04007,Benign,0,5.2736,10.0,4,4.565,4.9477,1,2,62.0787,0.0,2.8139,0,0,1,0,0.0799,0.9175,4.5815,9.7881,12.6168,0.5564,0.2962,31.4839,144.576,0,0,0,1,0,0.251,0.0104,0.0,0,0.14551882073059566,2,0
BEN_00230,Benign,0,6.4937,10.0,4,4.8616,5.1094,1,0,5.0,0.353,1.0025,1,0,1,0,0.0,2.6405,7.0865,10.6786,14.7478,2.702,0.4659,57.7393,86.6849,0,0,0,1,0,0.2476,0.0209,0.0,0,0.12273269679403803,0,0
ADW_00272,Adware,3,5.0066,100.0,3,6.2495,5.8796,1,1,62.1987,4.455,6.3565,1,0,0,0,18.0427,12.3249,17.812,11.1315,9.0686,2.845,3.3992,63.943,195.2016,0,0,1,0,0,0.3197,0.0124,0.0,1,0.2785605930281657,1,1
VIR_00270,Virus,4,7.2166,5.0,8,6.5989,6.9088,2,1,29.4656,0.0,9.8796,0,1,0,1,44.6742,22.5029,5.1792,7.3517,38.0052,3.4585,2.0668,37.7894,31.0581,0,0,1,0,1,0.0485,0.1452,7.2166,2,0.1370543062340233,2,3
BEN_04742,Benign,0,4.2095,10.0,5,4.0047,4.9395,1,0,58.1623,6.1031,0.0642,0,0,1,0,0.0,1.4151,9.1142,7.5716,0.0,1.5094,2.0675,10.0,85.1156,0,0,0,0,0,0.1643,0.0001,0.0,0,0.91142,0,0
BEN_03850,Benign,0,3.6222,10.0,4,4.2229,5.0873,1,2,91.342,0.0,0.1389,1,0,0,0,0.0,2.2452,3.5447,10.9476,4.2582,1.5394,0.3558,86.0225,139.1961,0,0,0,1,0,0.1717,0.0092,0.0,0,0.04120666104798164,2,1
BEN_04394,Benign,0,3.4932,10.0,5,4.9541,6.293,2,2,73.7258,37.0055,0.9325,1,0,1,0,0.0947,3.316,11.4623,5.1957,3.4613,0.1873,3.658,85.0723,5.0,0,0,0,0,0,0.2168,0.0,0.0,0,0.13473598339294932,4,0
BEN_02104,Benign,0,3.1439,10.0,3,3.8212,6.1435,1,1,49.8151,0.0,0.5172,1,0,1,0,0.0,0.0,0.0,7.6754,1.4258,0.0,1.3821,22.3523,5.0,0,0,0,1,0,0.2584,0.0108,0.0,0,0.0,1,0
ADW_00367,Adware,3,6.0398,100.0,5,6.5499,6.126,1,2,18.9522,6.74,6.9267,1,0,1,0,27.2778,12.6384,20.5342,2.9663,22.8302,1.6109,0.9032,76.3219,462.4335,0,1,1,1,0,0.2162,0.0,0.0,2,0.2690472852484018,2,0
BEN_02688,Benign,0,5.1991,10.0,5,4.0602,5.7075,1,1,11.9564,10.7596,0.0415,1,0,1,0,0.0,0.7078,5.4757,0.0,10.9629,2.5265,0.0,68.7008,86.6522,0,0,0,1,0,0.0909,0.0246,0.0,0,0.07970358423773813,1,0
RAN_00327,Ransomware,1,7.2555,50.0,7,6.6388,7.7858,3,2,26.8536,2.6937,8.0,0,1,0,0,52.7578,19.8058,18.4848,19.9128,28.0909,11.3764,4.9796,25.0689,64.0688,1,0,1,1,1,0.0429,0.1328,7.2555,2,0.7373598362911815,6,3
BEN_04693,Benign,0,3.9146,10.0,3,3.7353,3.8515,1,1,48.8046,27.161,0.045,1,0,1,0,0.0,2.2577,10.2877,4.999,0.7067,0.7842,0.0,60.9402,257.6861,0,0,0,1,0,0.2743,0.0131,0.0,0,0.16881631501045286,1,0
BEN_01615,Benign,0,3.5683,10.0,4,4.2475,6.1617,2,1,11.7273,0.0,0.0,1,0,1,0,0.1656,0.8459,0.6109,5.5366,11.9481,1.7959,0.0965,80.2451,200.3231,0,0,0,0,0,0.1198,0.0,0.0,0,0.007612925898279148,2,0
BEN_00608,Benign,0,4.6677,10.0,6,4.3617,4.2615,1,2,5.0,0.4978,1.7074,1,0,1,0,0.0217,0.0,0.0,5.9216,3.5366,0.0,1.9554,66.6122,91.2196,0,0,0,0,0,0.1872,0.0354,0.0,0,0.0,2,0
BEN_02822,Benign,0,3.5688,10.0,5,3.4446,5.2903,2,0,65.1623,25.2776,0.6616,1,0,1,0,1.0581,0.0,2.3838,0.0,4.6527,0.0,1.6938,46.6795,176.485,0,0,0,1,0,0.1624,0.0363,0.0,0,0.05106738504054242,0,0
BEN_01094,Benign,0,4.4124,10.0,6,3.4948,4.5572,1,2,93.1367,0.0,2.0347,1,0,1,0,0.6881,3.6402,1.4654,3.494,10.6631,0.6513,2.621,69.4624,104.1785,0,0,0,0,0,0.0969,0.0,0.0,0,0.021096305339291473,2,0
TRO_00145,Trojan,2,6.908,20.0,7,6.7522,7.9,1,1,19.7878,0.0,13.3882,0,0,0,0,51.8805,26.8527,33.0888,8.4764,2.0,1.0,4.6514,35.9003,67.9834,1,1,1,1,0,0.02,0.0886,0.0,2,0.9216858912042517,1,1
VIR_00231,Virus,4,6.0,5.0,4,7.0979,7.6167,3,3,24.1144,0.3354,8.5228,1,0,0,1,42.6857,18.0257,14.4159,1.0,8.8574,5.0783,4.3804,63.0457,67.7868,0,1,1,0,0,0.0586,0.0,0.0,2,0.22865794177874146,9,1
VIR_00002,Virus,4,6.934,5.0,8,6.9114,6.9078,5,1,1.0,2.7429,9.6126,0,1,0,1,46.1176,19.5044,1.2295,11.6753,13.446,8.1449,0.0,36.5745,51.2688,1,0,0,0,1,0.1637,0.1214,6.934,1,0.03361631737959507,5,2
BEN_00204,Benign,0,3.5304,10.0,6,5.0578,4.8533,1,1,32.9891,0.0,0.0,1,0,0,0,0.0,0.3056,6.854,0.0,8.4225,0.0,0.158,46.7628,253.9888,0,0,0,0,0,0.2823,0.0013,0.0,0,0.14656949541088216,1,1
BEN_02708,Benign,0,6.1852,10.0,4,4.6331,3.9907,2,1,59.6913,0.0,2.7069,1,0,1,0,0.1069,0.0,2.2498,0.0,14.6332,0.6567,0.0,10.0,32.3896,0,0,0,0,0,0.2766,0.0,0.0,0,0.22498,2,0
BEN_03746,Benign,0,4.5536,10.0,4,4.1244,6.1068,2,2,77.8864,0.0,0.0452,1,0,1,0,0.0,3.8699,3.6024,3.8296,0.0,0.0,2.0842,50.1155,168.6154,0,0,0,1,0,0.2091,0.0365,0.0,0,0.07188195268928775,4,0
BEN_00838,Benign,0,3.8422,10.0,4,4.0593,3.5219,1,0,12.286,8.4568,0.1276,1,0,1,0,0.2763,0.0,7.1103,0.0,0.0,0.2893,4.6439,46.8999,128.6442,0,0,0,0,0,0.1294,0.0201,0.0,0,0.15160586696346898,0,0
BEN_04099,Benign,0,4.5622,10.0,5,3.0699,5.0173,2,0,62.3289,0.0,1.2661,1,0,1,0,0.0,0.0,1.849,0.0,8.9303,1.5222,1.2393,55.7514,192.6474,0,0,0,0,0,0.2382,0.0,0.0,0,0.03316508643729126,0,0
BEN_01231,Benign,0,3.7523,10.0,5,3.6996,4.6454,1,0,72.4727,0.0,0.8643,1,0,1,0,0.0,0.0,0.0,3.2032,0.0,0.0,0.0,61.2416,89.8405,0,0,0,0,0,0.1162,0.0448,0.0,0,0.0,0,0
RAN_00194,Ransomware,1,7.7492,50.0,5,7.99,7.7746,3,3,17.9465,1.452,25.238,0,1,0,0,53.559,23.9292,31.7342,20.6208,41.4904,4.4484,6.1123,42.1899,244.7126,1,1,1,1,1,0.0367,0.02,7.7492,3,0.7521752836579371,9,3
BEN_01610,Benign,0,4.0419,10.0,6,4.9505,6.5,1,2,55.4019,15.4867,0.0,1,0,1,0,0.8311,1.7463,10.4341,6.207,6.4891,0.183,2.6241,85.7752,85.4445,0,0,0,0,0,0.1335,0.0296,0.0,0,0.12164471782053556,2,0
BEN_04288,Benign,0,3.687,10.0,3,4.4494,4.1881,2,2,34.3859,1.9222,0.9208,1,0,1,0,0.236,0.1162,1.6401,1.4812,14.8393,0.0,0.7704,18.0551,11.8819,0,0,0,0,0,0.3007,0.0045,0.0,0,0.09083859962005195,4,0
BEN_03941,Benign,0,4.7749,10.0,6,3.9196,5.3197,1,0,67.4966,33.9006,2.2962,1,0,1,0,0.0,0.0,0.0,4.8428,12.2407,0.5272,1.0678,66.1036,5.0,0,0,0,1,0,0.2346,0.0039,0.0,0,0.0,0,0
ADW_00531,Adware,3,5.6373,100.0,7,4.8327,6.0573,3,2,82.3206,28.733,4.1234,1,0,0,0,24.956,13.6917,12.5568,14.8734,12.1975,5.0096,2.0762,128.9417,290.8036,0,0,1,1,0,0.1725,0.0163,0.0,1,0.09738354620731696,6,1
BEN_04072,Benign,0,4.7254,10.0,3,3.9247,5.3862,2,2,40.8472,27.0324,1.6371,1,0,1,0,0.5329,3.3916,2.7305,0.5854,2.5242,0.1925,1.121,12.4094,5.0,0,0,0,0,0,0.2736,0.0108,0.0,0,0.22003481231969316,4,0
RAN_00256,Ransomware,1,7.536,50.0,7,7.2711,7.5665,2,4,10.2512,0.7269,21.0913,1,0,1,0,48.1302,36.5736,18.1336,21.5194,30.6754,8.3837,4.3616,42.8857,208.8979,1,0,1,1,1,0.0346,0.0771,0.0,2,0.4228355838892685,8,1
BEN_03028,Benign,0,4.6285,10.0,5,2.5725,5.1512,1,2,46.7091,0.0,0.0,1,0,1,0,0.3935,4.074,0.0,14.8861,12.9898,0.5928,0.0,80.7099,163.67,0,0,0,0,0,0.2085,0.0,0.0,0,0.0,2,0
BEN_04935,Benign,0,3.6306,10.0,5,4.8937,3.4064,1,1,67.5194,36.8848,0.9418,1,0,1,0,0.0,3.5904,7.5362,17.5766,10.0522,0.5368,1.5122,66.7388,135.3838,0,0,0,0,0,0.1766,0.0147,0.0,0,0.1129208196731137,1,0
RAN_00222,Ransomware,1,7.6155,50.0,5,6.5,7.7701,4,1,12.1897,0.0422,19.4154,0,1,0,0,59.0269,26.1762,27.7385,19.8479,41.4068,8.955,1.8501,20.8722,53.2244,1,1,1,0,1,0.015,0.1247,7.6155,3,1.3289686760379835,4,3
RAN_00107,Ransomware,1,7.6707,50.0,7,7.5713,7.7035,1,3,30.613,0.0,20.2339,1,0,0,0,55.0606,37.2277,34.3398,17.2401,45.787,10.3285,2.0839,20.0453,183.0375,1,0,1,1,1,0.0558,0.1373,0.0,2,1.7131098062887558,3,2
VIR_00141,Virus,4,7.3489,5.0,5,5.5908,7.3572,3,1,26.3475,1.0635,13.7383,0,1,0,0,43.4396,24.2399,14.9728,18.8927,29.3688,0.0,3.8021,14.3844,72.3776,0,0,0,1,0,0.0969,0.0181,7.3489,0,1.0409054253218766,3,3
BEN_00658,Benign,0,4.7972,10.0,6,3.3834,6.5,1,2,101.3308,4.3404,0.4768,1,0,1,0,0.5963,0.0,2.618,8.2715,5.8966,0.7725,1.5889,31.6939,55.4197,0,0,0,1,0,0.2633,0.0134,0.0,0,0.0826026459350222,2,0
BEN_00791,Benign,0,4.3367,10.0,6,3.1836,6.3023,2,2,88.2538,31.527,1.5971,1,0,1,0,1.0283,0.0547,2.4028,15.4062,3.4173,0.4949,3.2143,49.1669,56.4156,0,0,0,0,0,0.1613,0.0265,0.0,0,0.04887027654784012,4,0
BEN_02269,Benign,0,3.7901,10.0,3,4.0712,4.4476,1,2,74.8158,20.3385,0.377,0,0,0,0,0.0,1.595,1.3,10.001,0.0,0.1856,0.0,74.5789,218.028,0,0,0,1,0,0.1749,0.0338,0.0,0,0.017431203731886634,2,1
BEN_04145,Benign,0,2.6309,10.0,5,5.1493,5.0137,1,2,73.3515,0.0,0.0,1,0,0,0,1.1065,1.7972,7.2101,0.0,3.2502,0.0,2.2161,45.7241,26.927,0,0,0,1,0,0.0862,0.017,0.0,0,0.1576870840541421,2,1
BEN_01360,Benign,0,4.3765,10.0,5,4.4672,3.8482,1,1,114.167,6.0743,2.7329,1,0,1,0,0.1081,0.0,1.9132,0.0,13.995,0.0,2.9612,61.118,134.9166,0,0,0,1,0,0.1868,0.023,0.0,0,0.03130338034621551,1,0
RAN_00021,Ransomware,1,7.1354,50.0,7,7.1051,7.8094,1,1,14.8948,0.8634,8.0,1,1,0,0,46.5023,39.9623,38.686,27.8708,57.7172,7.4756,2.4118,37.2691,226.203,1,1,1,1,1,0.0625,0.1655,7.1354,3,1.038018090053154,1,3
BEN_04635,Benign,0,4.3684,10.0,6,4.0233,6.5,1,2,114.4657,22.2265,0.4369,1,0,0,0,0.0059,1.6387,0.0,8.0448,0.0,1.331,0.0,21.6746,167.004,0,0,0,1,0,0.2668,0.0268,0.0,0,0.0,2,1
BEN_02393,Benign,0,4.8721,10.0,4,4.0331,4.8921,2,0,44.7205,0.0,1.2381,1,0,1,0,0.674,0.0,5.5784,17.8519,3.5176,0.0,2.0925,10.6609,43.9772,0,0,1,0,0,0.0662,0.0,0.0,1,0.5232578862947781,0,0
RAN_00196,Ransomware,1,7.4694,50.0,8,7.7386,7.9287,3,3,21.4221,0.5289,20.6754,0,1,0,0,41.2081,22.7051,21.9711,32.4087,37.8811,8.1745,1.967,62.5212,122.0547,1,0,1,1,1,0.0429,0.123,7.4694,2,0.3514183988791002,9,3
ADW_00079,Adware,3,7.2,100.0,7,4.3904,6.4631,2,3,75.2509,6.4775,4.9057,1,0,1,0,20.5969,10.526,12.1726,27.1853,2.0,3.2537,0.0,73.1902,319.4708,1,0,0,1,0,0.2436,0.0439,0.0,0,0.16631461589119853,6,1
BEN_02570,Benign,0,5.0993,10.0,5,5.0088,3.4576,1,2,44.0559,22.609,1.4896,0,0,1,0,0.5556,0.9635,0.6259,0.0,10.4275,0.3631,0.2656,42.6645,20.5332,0,0,0,1,0,0.2017,0.0285,0.0,0,0.01467027622496455,2,0
TRO_00025,Trojan,2,6.146,20.0,3,5.5984,6.6109,2,2,22.0933,0.0,21.4544,1,1,1,1,50.4141,28.1233,18.9205,26.9365,18.149,1.0,6.7586,45.4384,31.7069,1,0,1,1,1,0.0597,0.0256,6.146,2,0.4163989048910173,4,1
VIR_00024,Virus,4,7.4468,5.0,10,6.6526,7.5255,4,3,43.3493,5.8713,4.1554,0,1,0,0,27.9367,14.4619,9.4171,15.4665,21.5888,1.0986,0.6009,32.6962,79.3119,1,1,1,1,1,0.0891,0.0815,7.4468,3,0.28801817948263103,12,3
BEN_03794,Benign,0,5.4044,10.0,3,4.342,6.3375,1,2,83.0108,25.5432,0.9743,1,0,1,0,0.0,0.2271,9.0165,12.6984,0.8542,1.3355,1.4795,24.393,182.6919,0,0,0,1,0,0.1734,0.0037,0.0,0,0.3696347312753659,2,0
TRO_00447,Trojan,2,7.6256,20.0,6,5.6437,7.708,3,4,23.332,8.0124,9.8383,1,0,0,0,28.0017,29.9949,13.8324,20.9403,3.8711,1.3406,3.5641,50.9848,165.8691,0,0,1,1,0,0.0706,0.0085,0.0,1,0.2713043887590027,12,2
BEN_01781,Benign,0,5.3549,10.0,4,4.5412,5.2311,1,1,46.2547,8.4975,0.0503,1,0,1,0,0.7486,1.3132,0.0,8.6518,11.5234,0.0,0.0,62.2135,275.2655,0,0,0,1,0,0.2273,0.0193,0.0,0,0.0,1,0
BEN_02478,Benign,0,3.723,10.0,3,3.5861,5.4348,2,2,109.5825,28.6798,0.5175,1,0,1,0,0.9949,0.8144,14.7332,0.0,4.6563,1.4792,1.9159,23.8762,193.3561,0,0,0,1,0,0.1052,0.0,0.0,0,0.6170663673448874,4,0
BEN_00804,Benign,0,4.0897,10.0,6,3.6671,5.2538,2,2,97.313,20.4112,0.0,1,0,0,0,0.083,3.1121,0.0,8.6903,9.5197,0.0,0.3903,58.7421,231.1959,0,0,0,0,0,0.411,0.0224,0.0,0,0.0,4,1
BEN_00858,Benign,0,3.6568,10.0,4,4.3545,5.732,2,0,108.092,0.0,1.8425,1,0,1,0,0.7855,0.9139,0.0,0.0,0.0,1.2081,2.2208,49.7322,185.3588,0,0,0,0,0,0.2117,0.02,0.0,0,0.0,0,0
BEN_03683,Benign,0,4.7487,10.0,3,4.6172,5.7978,1,2,25.1332,23.3953,0.0,1,0,1,0,0.0,0.0,5.0444,0.0,15.707,0.8099,0.068,50.7169,69.8756,0,0,0,0,0,0.3292,0.012,0.0,0,0.09946191506184329,2,0
BEN_03208,Benign,0,3.5778,10.0,4,5.1067,3.0,2,0,40.7002,24.5095,0.0,1,0,1,0,1.0308,0.0,8.5973,6.8396,15.1273,1.5634,0.1759,42.1848,108.0907,0,0,0,0,0,0.1396,0.0176,0.0,0,0.20380089510913885,0,0
RAN_00113,Ransomware,1,7.99,50.0,5,7.1877,7.6113,1,4,29.5284,0.0,15.6804,1,1,0,0,47.9557,46.4607,37.3039,39.4181,40.5585,13.6324,3.3444,38.0603,121.7706,1,1,0,1,1,0.0694,0.0515,7.99,2,0.980126273308408,4,3
BEN_00220,Benign,0,5.1959,10.0,4,4.2206,5.4133,2,2,39.4715,4.6541,0.0,0,0,1,0,1.1872,0.2187,3.9172,0.0,0.0669,0.0,1.9019,19.73,149.1287,0,0,0,1,0,0.2212,0.0465,0.0,0,0.19854029396857575,4,0
BEN_01289,Benign,0,4.9562,10.0,6,3.9751,5.8739,1,1,99.3043,0.0,0.0,1,0,0,0,0.8143,0.0,0.0,12.0531,6.9457,0.3825,1.3314,92.7126,177.8951,0,0,0,0,0,0.2121,0.0269,0.0,0,0.0,1,1
BEN_00583,Benign,0,2.8562,10.0,4,4.3089,4.9897,1,2,23.8023,13.0643,0.0,0,0,1,0,0.0,1.0142,6.9747,0.0,17.6477,0.0,0.045,58.3571,128.2634,0,0,0,0,0,0.3008,0.0,0.0,0,0.11951759083299204,2,0
BEN_00044,Benign,0,4.7725,10.0,3,4.4117,4.3717,2,1,56.0967,21.8207,1.2899,1,0,1,0,0.0043,3.6762,10.9319,0.0,13.5712,2.7122,2.668,10.0,261.4639,1,0,0,0,0,0.45,0.0155,0.0,0,1.09319,2,0
BEN_01235,Benign,0,3.8767,10.0,4,3.5404,4.69,2,2,94.4138,14.1503,2.7032,1,0,1,0,0.0823,3.7921,7.7208,15.2304,13.8846,0.401,0.0,39.9487,5.0,0,0,1,1,0,0.2441,0.013,0.0,1,0.19326786603819396,4,0
BEN_02516,Benign,0,5.2517,10.0,6,4.7068,6.2354,2,0,35.693,9.8344,0.9849,1,0,1,0,0.4359,3.1893,0.0,5.9188,8.5473,0.5306,1.5363,72.3415,139.4435,1,0,0,1,0,0.1865,0.0273,0.0,0,0.0,0,0
VIR_00131,Virus,4,7.6738,5.0,5,5.6357,7.8351,2,3,23.0046,0.0,7.7103,1,1,1,1,44.9322,16.2039,9.7493,13.0859,33.5683,0.0,4.89,39.272,51.9156,0,0,1,0,0,0.0171,0.0443,7.6738,1,0.24825066204929722,6,2
BEN_01893,Benign,0,3.7324,10.0,6,4.1563,5.0048,2,0,63.4372,6.8461,1.4518,1,0,1,0,0.9664,3.9715,5.6336,2.3058,5.2604,1.5372,2.6893,33.9467,149.0073,1,0,0,0,0,0.1463,0.012,0.0,0,0.16595427537875554,0,0
VIR_00209,Virus,4,6.1722,9.33,10,6.2685,6.7688,5,4,14.5123,3.047,6.1061,1,0,0,1,48.423,22.4416,0.0,15.3437,25.0766,5.01,4.4711,38.7954,18.3158,0,1,0,1,0,0.1022,0.0861,0.0,1,0.0,20,1
BEN_03705,Benign,0,4.387,10.0,5,5.042,5.4625,1,2,43.622,46.6537,0.0,1,0,1,0,0.4423,1.3085,4.2324,0.3629,11.5401,0.4437,0.0,83.7186,5.0,0,0,0,1,0,0.2217,0.0247,0.0,0,0.05055507378288696,2,0
TRO_00264,Trojan,2,7.2135,20.0,5,6.5343,6.3091,4,3,17.5153,6.9205,15.532,0,0,0,0,46.4656,15.7253,14.3658,3.0,11.1595,7.3715,3.6571,70.0261,110.3094,0,1,1,1,0,0.0866,0.0483,0.0,2,0.20514922293259227,12,2
BEN_01072,Benign,0,5.8864,10.0,6,4.0703,5.913,1,1,16.3318,33.8314,0.75,1,0,1,0,0.2851,0.4496,0.8069,0.0,0.0,0.6747,0.7664,67.2017,113.1384,0,0,0,0,0,0.2484,0.0,0.0,0,0.012007136724219773,1,0
BEN_00719,Benign,0,3.7024,10.0,4,2.8728,4.2263,2,2,5.0,18.4076,0.0,1,0,1,0,0.0,1.1813,0.0,4.4344,10.186,0.6742,0.4092,56.0288,113.9606,0,0,0,1,0,0.1451,0.0018,0.0,0,0.0,4,0
BEN_01506,Benign,0,4.4939,10.0,4,4.1273,4.9794,1,2,77.672,20.5591,1.2591,1,0,1,0,0.6852,2.1485,2.3468,0.0,0.0,0.195,0.0,28.8196,146.6702,0,0,0,0,0,0.0981,0.0276,0.0,0,0.08143069300059681,2,0
BEN_00671,Benign,0,4.5307,10.0,4,4.6117,5.0818,2,2,81.7349,57.376,0.0,1,0,1,0,0.3261,0.0,2.9832,14.3916,28.1251,1.2038,0.4482,29.7699,297.4995,0,0,0,1,0,0.1042,0.0296,0.0,0,0.1002085999617063,4,0
TRO_00078,Trojan,2,6.0783,20.0,5,5.7751,6.1237,3,2,22.0119,0.0,7.6914,0,0,0,0,33.5153,35.3901,16.0762,13.47,2.0,2.0966,3.6928,29.0639,149.0045,0,1,1,1,0,0.1336,0.0574,0.0,2,0.5531329243494507,6,1
BEN_04904,Benign,0,4.9927,10.0,6,6.0,4.2908,1,2,59.2296,7.223,0.5066,0,0,0,0,0.1018,1.0307,1.0481,13.287,0.0,1.3296,0.9609,62.5814,5.0,0,0,0,0,0,0.0825,0.0214,0.0,0,0.016747787681323845,2,1
BEN_00898,Benign,0,4.2229,11.21,4,3.9073,3.0244,2,1,40.1344,12.3801,0.0,1,0,1,0,0.289,0.0,0.0,2.5552,5.968,0.7698,1.4613,36.0369,204.6722,0,0,0,1,0,0.2274,0.0114,0.0,0,0.0,2,0
VIR_00230,Virus,4,6.7427,5.0,6,6.6347,7.1414,5,4,7.3406,1.7194,17.2573,0,1,0,0,58.5948,29.4103,7.3568,1.0,18.6043,7.627,2.2929,42.6997,37.6136,1,0,0,1,0,0.0974,0.0567,6.7427,0,0.17229160860614945,20,2
BEN_02689,Benign,0,4.3661,10.0,4,2.7713,4.9009,2,2,58.8922,36.0413,0.0,1,0,1,0,0.0,0.0,3.745,1.533,4.8529,0.0,1.961,40.6379,198.2503,0,0,0,0,0,0.2764,0.0207,0.0,0,0.09215535251575499,4,0
BEN_03883,Benign,0,4.6712,10.0,6,4.2943,3.8251,1,2,5.0,0.0,0.0,0,0,1,0,0.3018,0.0,6.0294,14.0698,0.0,0.7042,0.2455,35.7283,76.8831,0,0,0,0,0,0.2232,0.0142,0.0,0,0.16875697976114173,2,0
